config,kw_v2,faithfulness,context_recall,view
A_single_pipeline,0.2667233560090703,0.689625850340136,0.33163265306122447,overall_mean
B_rule_single_route,0.1421201814058957,0.8751700680272109,0.3452380952380953,overall_mean
C_rule_multi_route,0.15742630385487527,0.8511904761904763,0.3707482993197279,overall_mean
A_single_pipeline,0.27935363247863254,0.708974358974359,0.3384615384615385,macro_group_mean
B_rule_single_route,0.11845619658119659,0.8967948717948717,0.35630341880341876,macro_group_mean
C_rule_multi_route,0.12807158119658119,0.8724358974358974,0.3537393162393162,macro_group_mean
A_single_pipeline,0.25801282051282054,0.6762820512820513,0.3269230769230769,worst_group
B_rule_single_route,0.07847222222222222,0.8602564102564102,0.3376068376068376,worst_group
C_rule_multi_route,0.07847222222222222,0.8365384615384616,0.325,worst_group
